-1,69.179,87.367
-1,30.833,168.297
-1,68.278,82.765
1,48.975,47.76
-1,69.67,81.025
1,107.115,10.817
-1,87.812,80.062
-1,68.769,87.281
-1,49.466,155.978
1,33.682,91.241
-1,40.584,208.406
-1,44.244,197.246
-1,29.145,165.124
-1,32.804,192.855
1,39.706,84.694
1,34.411,47.202
